STATE,CONGRESSIONAL DISTRICT,NAME,ADDRESS,CITY,STATE,ZIP CODE
Pennsylvania,8th,Robert Bresnahan (R),1133 Longworth House Office Building,Washington,DC,20515
Pennsylvania,9th,Dan Meuser (R),350 Cannon House Office Building,Washington,DC,20515
Pennsylvania,10th,Scott Perry (R),2160 Rayburn House Office Building,Washington,DC,20515
Pennsylvania,11th,Lloyd Smucker (R),302 Cannon House Office Building,Washington,DC,20515
Pennsylvania,12th,Summer Lee (R),2437 Rayburn House Office Building,Washington,DC,20515
Pennsylvania,13th,John Joyce (R),2102 Rayburn House Office Building,Washington,DC,20515
Pennsylvania,14th,Guy Reschenthaler (R),2209 Rayburn House Office Building,Washington,DC,20515
Pennsylvania,15th,Glenn Thompson (R),400 Cannon House Office Building,Washington,DC,20515
Pennsylvania,16th,Mike Kelly (R),1707 Longworth House Office Building,Washington,DC,20515
Pennsylvania,17th,Chris Deluzio (D),1222 Longworth House Office Building,Washington,DC,20515
Puerto Rico,Delegate,Pablo Hernadez (D),1419 Longworth House Office Building,Washington,DC,20515
Rhode Island,1st,Gabe Amo (D),1119 Longworth House Office Building,Washington,DC,20515
Rhode Island,2nd,Seth Magaziner (D),252 Cannon House Office Building,Washington,DC,20515
South Carolina,1st,Nancy Mace (R),1728 Longworth House Office Building,Washington,DC,20515
South Carolina,2nd,Joe Wilson (R),1436 Longworth House Office Building,Washington,DC,20515
South Carolina,3rd,Sheri Biggs (R),1530 Longworth House Office Building,Washington,DC,20515
South Carolina,4th,William Timmons (R),267 Cannon House Office Building,Washington,DC,20515
South Carolina,5th,Ralph Norman (R),569 Cannon House Office Building,Washington,DC,20515
South Carolina,6th,James Clyburn (D),274 Cannon House Office Building,Washington,DC,20515
South Carolina,7th,Russell Fry (R),345 Cannon House Office Building,Washington,DC,20515
South Dakota,1st,Dusty Johnson (R),1714 Longworth House Office Building,Washington,DC,20515
Tennessee,1st,Diana Harshbarger (R),167 Cannon House Office Building,Washington,DC,20515
Tennessee,2nd,Tim Burchett (R),1122 Longworth House Office Building,Washington,DC,20515
Tennessee,3rd,Chuck Fleischmann (R),2187 Rayburn House Office Building,Washington,DC,20515
Tennessee,4th,Scott DesJarlais (R),2304 Rayburn House Office Building,Washington,DC,20515
Tennessee,5th,Andrew Ogles (R),151 Cannon House Office Building,Washington,DC,20515
Tennessee,6th,John Rose (R),2238 Rayburn House Office Building,Washington,DC,20515
Tennessee,7th,Mark Green (R),2446 Rayburn House Office Building,Washington,DC,20515
Tennessee,8th,David Kustoff (R),560 Cannon House Office Building,Washington,DC,20515
Tennessee,9th,Steve Cohen (D),2268 Rayburn House Office Building,Washington,DC,20515
Texas,1st,Nathaniel Moran (R),1605 Longworth House Office Building,Washington,DC,20515
Texas,2nd,Dan Crenshaw (R),2489 Cannon House Office Building,Washington,DC,20515
Texas,3rd,Keith Self (R),1030 Longworth House Office Building,Washington,DC,20515
Texas,4th,Pat Fallon (R),2416 Rayburn House Office Building,Washington,DC,20515
Texas,5th,Lance Gooden (R),2431 Rayburn House Office Building,Washington,DC,20515
Texas,6th,Jake Ellzey (R),1721 Longworth House Office Building,Washington,DC,20515
Texas,7th,Lizzie Fletcher (D),2004 Rayburn House Office Building,Washington,DC,20515
Texas,8th,Morgan Luttrell (R),444 Cannon House Office Building,Washington,DC,20515
Texas,9th,Al Green (D),2347 Rayburn House Office Building,Washington,DC,20515
Texas,10th,Michael McCaul (R),2300 Rayburn House Office Building,Washington,DC,20515
Texas,11th,August Pfluger (R),2202 Rayburn House Office Building,Washington,DC,20515
Texas,12th,Craig Goldman (R),1716 Longworth House Office Building,Washington,DC,20515
Texas,13th,Ronny Jackson (R),125 Cannon House Office Building,Washington,DC,20515
Texas,14th,Randy Weber (R),107 Cannon House Office Building,Washington,DC,20515
Texas,15th,Monica De La Cruz (R),14165 Longworth House Office Building,Washington,DC,20515
Texas,16th,Veronica Escobar (D),2448 Rayburn House Office Building,Washington,DC,20515
Texas,17th,Pete Sessions (R),Rayburn House Office Building2204 ,Washington,DC,20515
Texas,18th,Vacancy,,Washington,DC,20515
Texas,19th,Jodey Arrington (R),1111 Longworth House Office Building,Washington,DC,20515
Texas,20th,Joaquin Castro (D),2241 Rayburn House Office Building,Washington,DC,20515
Texas,21st,Chip Roy (R),103 Cannon House Office Building,Washington,DC,20515
Texas,22nd,Troy Nehls (R),1104 Longworth House Office Building,Washington,DC,20515
Texas,23rd,Tony Gonzales (R),2239 Rayburn House Office Building,Washington,DC,20515
Texas,24th,Beth Van Duyne (R),1725 Longworth House Office Building,Washington,DC,20515
Texas,25th,Roger Williams (R),2336 Rayburn House Office Building,Washington,DC,20515
Texas,26th,Brandon Gill (R),1305 Longworth House Office Building,Washington,DC,20515
Texas,27th,Michael Cloud (R),304 Cannon House Office Building,Washington,DC,20515
Texas,28th,Henry Cuellar (D),2308 Rayburn House Office Building,Washington,DC,20515
Texas,29th,Sylvia Garcia (D),2419 Rayburn House Office Building,Washington,DC,20515
Texas,30th,Jasmine Crockett (D),1616 Longworth House Office Building,Washington,DC,20515
Texas,31st,John Carter (R),2208 Rayburn House Office Building,Washington,DC,20515
Texas,32nd,Julie Johnson (D),221 Cannon House Office Building,Washington,DC,20515
Texas,33rd,Marc Veasey (D),2186 Rayburn House Office Building,Washington,DC,20515
Texas,34th,Vicente Gonzalez (D),1201 Longworth House Office Building,Washington,DC,20515
Texas,35th,Greg Casar (D),446 Cannon House Office Building,Washington,DC,20515
Texas,36th,Brian Babin (R),2236 Rayburn House Office Building,Washington,DC,20515
Texas,37th,Lloyd Doggett (D),2307 Rayburn House Office Building,Washington,DC,20515
Texas,38th,Wesley Hunt (R),1520 Longworth House Office Building,Washington,DC,20515
Utah,1st,Blake Moore (R),1131 Longworth House Office Building,Washington,DC,20515
Utah,2nd,Celeste Maloy (R),249 Cannon House Office Building,Washington,DC,20515
Utah,3rd,Mike Kennedy (R),1626 Longworth House Office Building,Washington,DC,20515
Utah,4th,Burgess Owens (R),309 Cannon House Office Building,Washington,DC,20515
Vermont,1st,Becca Balint (D),1510 Longworth House Office Building,Washington,DC,20515
Virginia,1st,Robb Whitman (R),2205 Rayburn House Office Building,Washington,DC,20515
Virginia,2nd,Jen Kiggans (R),152 Cannon House Office Building,Washington,DC,20515
Virginia,3rd,Bobby Scott (D),2328 Rayburn House Office Building,Washington,DC,20515
Virginia,4th,Jennifer McClellan (D),1628 Longworth House Office Building,Washington,DC,20515
Virginia,5th,John Mcguire (R),1013 Longworth House Office Building,Washington,DC,20515
Virginia,6th,Ben Cline (R),2443 Rayburn House Office Building,Washington,DC,20515
Virginia,7th,Eugene Vindman (D),1005 Longworth House Office Building,Washington,DC,20515
Virginia,8th,Don Beyer (D),1226 Longworth House Office Building,Washington,DC,20515
Virginia,9th,Morgan Griffith (R),2110 Rayburn House Office Building,Washington,DC,20515
Virginia,10th,Suhas Subramanyam (D),1009 Longworth House Office Building,Washington,DC,20515
Virginia,11th,Gerry Connolly (D),2265 Rayburn House Office Building,Washington,DC,20515
U.S. Virgin Islands,Delegate,Stacey Plaskett (D),2059 Rayburn House Office Building,Washington,DC,20515
Washington,1st,Suzan DelBene (D),2311 Rayburn House Office Building,Washington,DC,20515
Washington,2nd,Rick Larsen (D),2163 Rayburn House Office Building,Washington,DC,20515
Washington,3rd,Marie Gluesenkamp Perez (D),1431 Longworth House Office Building,Washington,DC,20515
Washington,4th,Dan Newhouse (R),460 Cannon House Office Building,Washington,DC,20515
Washington,5th,Michael Baumgartner,124 Cannon House Office Building,Washington,DC,20515
Washington,6th,Emily Randall (D),1531 Longworth House Office Building,Washington,DC,20515
Washington,7th,Pramila Jayapal (D),2346 Rayburn House Office Building,Washington,DC,20515
Washington,8th,Kim Schrier (D),1110 Longworth House Office Building,Washington,DC,20515
Washington,9th,Adam Smith (D),2264 Rayburn House Office Building,Washington,DC,20515
Washington,10th,Marilyn Strickland (D),1724 Longworth House Office Building,Washington,DC,20515
West Virginia,1st,Carol Miller (R),465 Cannon House Office Building,Washington,DC,20515
West Virginia,2nd,Riley Moore (R),1337 Longworth House Office Building,Washington,DC,20515
Wisconsin,1st,Bryan Steil (R),1526 Longworth House Office Building,Washington,DC,20515
Wisconsin,2nd,Mark Pocan (D),1026 Longworth House Office Building,Washington,DC,20515
Wisconsin,3rd,Derrick Van Orden (R),1513 Longworth House Office Building1513 ,Washington,DC,20515
Wisconsin,4th,Gwen Moore (D),2252 Rayburn House Office Building,Washington,DC,20515
Wisconsin,5th,Scott Fitzgerald (R),2444 Rayburn House Office Building,Washington,DC,20515
Wisconsin,6th,Glenn Grothman (R),1211 Longworth House Office Building,Washington,DC,20515
Wisconsin,7th,Tom Tiffany (R),451 Cannon House Office Building,Washington,DC,20515
Wisconsin,8th,Tony Wied (R),424 Cannon House Office Building,Washington,DC,20515
Wyoming,1st,Harriet Hageman (R),1227 Longworth House Office Building,Washington,DC,20515
